model,top_k,cost_bps,period,months,strategy_total_return,benchmark_total_return,strategy_cagr,benchmark_cagr,excess_cagr,strategy_volatility,strategy_sharpe_rf0,strategy_max_drawdown,benchmark_max_drawdown,active_hit_rate,information_ratio,beta_to_benchmark,annualized_alpha_rf0,average_monthly_turnover
cap150_composite,1,25.0,validation,24,-0.8454373542372151,0.08698189041321247,-0.60685543910314,0.04258423660307309,-0.6494396757062131,0.9957394216612263,-0.3055679313494381,-0.9126876824552249,-0.08239866000360974,0.2916666666666667,-0.3551114842759348,2.1064607000379376,-0.3338748126161978,0.8333333333333334
cap150_composite,1,25.0,holdout_2024,12,0.7226127122624124,-0.013699490369203038,0.7226127122624124,-0.013699490369203038,0.7363122026316155,0.6219851913464243,1.141583894827999,-0.10827697767211653,-0.07702368625268208,0.5,1.133122270617558,-0.22125117316721435,0.9897225435783574,0.8333333333333334
cap150_composite,1,25.0,holdout_2025_2026,18,-0.8517092640999097,-0.12280852134116271,-0.7198379239631216,-0.08364672551481533,-0.6361911984483064,0.7709671568734286,-1.174302785911799,-0.864932246499479,-0.34737666250868915,0.2777777777777778,-1.2415018456466578,1.5380344226142415,-0.5712514990398601,0.7777777777777778
cap150_rank_ridge,1,25.0,validation,24,-0.7637981005248139,0.08698189041321247,-0.5139939306189829,0.04258423660307309,-0.556578167222056,0.5139215907972516,-0.9611179794164322,-0.8294865834903953,-0.08239866000360974,0.2916666666666667,-1.0092290839683793,-0.9824404552249392,-0.36755993732944414,0.8333333333333334
cap150_rank_ridge,1,25.0,holdout_2024,12,0.09588285112031847,-0.013699490369203038,0.09588285112031847,-0.013699490369203038,0.1095823414895215,0.11737283286296102,0.8363336945203623,-0.08188587728380359,-0.07702368625268208,0.4166666666666667,0.8608411741008493,0.42304775913806886,0.10678346532835659,0.6666666666666666
cap150_rank_ridge,1,25.0,holdout_2025_2026,18,-0.37599407417288744,-0.12280852134116271,-0.2697708885358683,-0.08364672551481533,-0.18612416302105295,0.2377998990899556,-1.180846292919595,-0.41870182332549566,-0.34737666250868915,0.2777777777777778,-1.3893349396640202,0.7492083813082435,-0.2137649267000441,0.6666666666666666
chronos2_daily_abs_individual_median,1,25.0,validation,24,-0.9900381529505999,0.08698189041321247,-0.9001909470568924,0.04258423660307309,-0.9427751836599655,0.8928359494107705,-1.6884234815157648,-0.9879280034788228,-0.08239866000360974,0.375,-1.7259286444972564,-0.3481263886920655,-0.7966754650286599,0.6666666666666666
chronos2_daily_abs_individual_median,1,25.0,holdout_2024,12,0.8464956913216652,-0.013699490369203038,0.8464956913216652,-0.013699490369203038,0.8601951816908683,0.8148980736786451,1.093613310393388,-0.25900556544154196,-0.07702368625268208,0.5833333333333334,1.109455134557403,0.7780908134450734,1.377429848247779,0.9166666666666666
chronos2_daily_abs_individual_median,1,25.0,holdout_2025_2026,18,7.867234547608435,-0.12280852134116271,3.284092086749645,-0.08364672551481533,3.3677388122644603,1.5003588305774855,1.5160736132323032,-0.4836836915963554,-0.34737666250868915,0.5555555555555556,1.6747188084275983,3.0466897750124553,8.281626172584398,0.8333333333333334
chronos2_daily_abs_cross_median,1,25.0,validation,24,1.5099772219873486,0.08698189041321247,0.584290763082127,0.04258423660307309,0.5417065264790539,1.3998919725975403,0.7564968516422435,-0.554644620086637,-0.08239866000360974,0.625,0.7107147228685422,-4.737469290949937,2.3535995515356625,0.6666666666666666
chronos2_daily_abs_cross_median,1,25.0,holdout_2024,12,-0.5929296337511507,-0.013699490369203038,-0.5929296337511507,-0.013699490369203038,-0.5792301433819477,0.507114216439709,-1.3998628490105238,-0.5946416107075765,-0.07702368625268208,0.4166666666666667,-1.2637156074274618,-1.8403043622993727,-0.5271568112262652,1.0
chronos2_daily_abs_cross_median,1,25.0,holdout_2025_2026,18,-0.6982288260414168,-0.12280852134116271,-0.5500974014390764,-0.08364672551481533,-0.46645067592426104,1.0901920692997087,-0.09537990045053557,-0.8859059212782248,-0.34737666250868915,0.5,-0.04456343295690803,1.1245219786418796,-0.03917112549147528,0.8888888888888888
chronos2_daily_abs_cross_lower10,1,25.0,validation,24,-0.5263383343526838,0.08698189041321247,-0.3117691770580773,0.04258423660307309,-0.35435341366115036,0.27682082763682914,-1.1792608414569299,-0.5712111667844508,-0.08239866000360974,0.3333333333333333,-1.409053045040185,0.9924572652018159,-0.31419933749634255,0.7916666666666666
chronos2_daily_abs_cross_lower10,1,25.0,holdout_2024,12,0.0043659251827474765,-0.013699490369203038,0.0043659251827474765,-0.013699490369203038,0.018065415551950514,0.49824438192530757,0.26470041806128336,-0.3279437869822486,-0.07702368625268208,0.6666666666666666,0.2777862667444607,0.11772984265314117,0.14132676933157473,0.9166666666666666
chronos2_daily_abs_cross_lower10,1,25.0,holdout_2025_2026,18,0.12609297219105509,-0.12280852134116271,0.08238765930364589,-0.08364672551481533,0.16603438481846122,0.30814891175721365,0.3886726852824202,-0.09115858774894037,-0.34737666250868915,0.4444444444444444,0.42121075695361593,-0.16095661882444742,0.11637756688524625,0.6111111111111112
chronos2_daily_norm_cross_median,1,25.0,validation,24,1.5099772219873486,0.08698189041321247,0.584290763082127,0.04258423660307309,0.5417065264790539,1.3998919725975403,0.7564968516422435,-0.554644620086637,-0.08239866000360974,0.625,0.7107147228685422,-4.737469290949937,2.3535995515356625,0.6666666666666666
chronos2_daily_norm_cross_median,1,25.0,holdout_2024,12,-0.5929296337511507,-0.013699490369203038,-0.5929296337511507,-0.013699490369203038,-0.5792301433819477,0.507114216439709,-1.3998628490105238,-0.5946416107075765,-0.07702368625268208,0.4166666666666667,-1.2637156074274618,-1.8403043622993727,-0.5271568112262652,1.0
chronos2_daily_norm_cross_median,1,25.0,holdout_2025_2026,18,-0.6982288260414168,-0.12280852134116271,-0.5500974014390764,-0.08364672551481533,-0.46645067592426104,1.0901920692997087,-0.09537990045053557,-0.8859059212782248,-0.34737666250868915,0.5,-0.04456343295690803,1.1245219786418796,-0.03917112549147528,0.8888888888888888
chronos2_daily_norm_cross_lower10,1,25.0,validation,24,-0.5263383343526838,0.08698189041321247,-0.3117691770580773,0.04258423660307309,-0.35435341366115036,0.27682082763682914,-1.1792608414569299,-0.5712111667844508,-0.08239866000360974,0.3333333333333333,-1.409053045040185,0.9924572652018159,-0.31419933749634255,0.7916666666666666
chronos2_daily_norm_cross_lower10,1,25.0,holdout_2024,12,0.0043659251827474765,-0.013699490369203038,0.0043659251827474765,-0.013699490369203038,0.018065415551950514,0.49824438192530757,0.26470041806128336,-0.3279437869822486,-0.07702368625268208,0.6666666666666666,0.2777862667444607,0.11772984265314117,0.14132676933157473,0.9166666666666666
chronos2_daily_norm_cross_lower10,1,25.0,holdout_2025_2026,18,0.12609297219105509,-0.12280852134116271,0.08238765930364589,-0.08364672551481533,0.16603438481846122,0.30814891175721365,0.3886726852824202,-0.09115858774894037,-0.34737666250868915,0.4444444444444444,0.42121075695361593,-0.16095661882444742,0.11637756688524625,0.6111111111111112
cap150_composite,1,100.0,validation,24,-0.8713931578636425,0.08698189041321247,-0.6413820387426787,0.04258423660307309,-0.6839662753457518,0.9965690522982817,-0.3805717570352459,-0.9270409869262541,-0.08239866000360974,0.25,-0.4308726649334641,2.0804303220641454,-0.3830006529057266,0.8333333333333334
cap150_composite,1,100.0,holdout_2024,12,0.6033285614352373,-0.013699490369203038,0.6033285614352373,-0.013699490369203038,0.6170280518044403,0.6198196929960508,1.0245693778991232,-0.12479996043459607,-0.07702368625268208,0.5,1.0176414535613012,-0.24548160568632452,0.8529180916768284,0.8333333333333334
